TestAide Data Save File
Version , 1.0
Function Generator
Version , 3.1
Data Collect Mode Index , 0 
Data Collect Mode , Timed Data
Time Interval Enable , 1 
Cycle Interval Enable , 0 
Data File Header ,  / 2024-11-08 16:41:13
 Time  , D2Y+ , D2Y- , F2X+ , F2Y+ 
 S  , mm , mm , kN , kN 
 0 ,  4.006317 ,  4.04828 , -99.97862 , -1.007111  
 0.005 ,  4.006317 ,  4.048661 , -99.95573 , -1.03  
 0.01 ,  4.006317 ,  4.047898 , -99.97862 , -1.052889  
 0.015 ,  4.006317 ,  4.048661 , -100.0015 , -1.03  
 0.02 ,  4.006699 ,  4.047517 , -99.97862 , -1.052889  
 0.025 ,  4.006317 ,  4.048661 , -100.0015 , -1.03  
 0.03 ,  4.006699 ,  4.047135 , -99.93285 , -1.03  
 0.035 ,  4.006317 ,  4.048661 , -99.97862 , -0.9842218  
 0.04 ,  4.006317 ,  4.047898 , -99.97862 , -1.075777  
 4.499999E-02 ,  4.006317 ,  4.04828 , -99.93285 , -1.098666  
 4.999999E-02 ,  4.006317 ,  4.047898 , -99.93285 , -1.052889  
 5.499999E-02 ,  4.006699 ,  4.048661 , -99.93285 , -1.052889  
 5.999999E-02 ,  4.005936 ,  4.047898 , -99.95573 , -1.052889  
 6.499999E-02 ,  4.006317 ,  4.048661 , -99.97862 , -1.03  
 6.999999E-02 ,  4.006317 ,  4.047898 , -99.95573 , -1.098666  
 0.075 ,  4.006317 ,  4.04828 , -99.95573 , -1.007111  
 0.08 ,  4.006699 ,  4.047517 , -99.95573 , -1.03  
 0.085 ,  4.005936 ,  4.047898 , -99.93285 , -1.03  
 0.09 ,  4.006317 ,  4.047517 , -99.97862 , -1.03  
 9.500001E-02 ,  4.006317 ,  4.048661 , -99.97862 , -1.121555  
 0.1 ,  4.006699 ,  4.04828 , -99.93285 , -1.03  
 0.105 ,  4.006317 ,  4.04828 , -99.95573 , -0.9842218  
 0.11 ,  4.005936 ,  4.047898 , -99.95573 , -1.03  
 0.115 ,  4.00708 ,  4.047898 , -99.95573 , -1.03  
 0.12 ,  4.006317 ,  4.047898 , -99.93285 , -1.03  
 0.125 ,  4.006317 ,  4.047898 , -100.0015 , -1.098666  
 0.13 ,  4.006699 ,  4.04828 , -99.95573 , -1.052889  
 0.135 ,  4.006317 ,  4.047898 , -99.97862 , -1.098666  
 0.14 ,  4.006699 ,  4.04828 , -99.97862 , -1.03  
 0.145 ,  4.006317 ,  4.047898 , -99.97862 , -1.03  
 0.15 ,  4.006699 ,  4.048661 , -99.97862 , -1.075777  
 0.155 ,  4.006317 ,  4.047898 , -99.95573 , -1.052889  
 0.16 ,  4.005936 ,  4.049043 , -99.97862 , -1.075777  
 0.165 ,  4.006699 ,  4.047135 , -99.97862 , -1.075777  
 0.17 ,  4.006317 ,  4.048661 , -99.93285 , -1.075777  
 0.175 ,  4.006699 ,  4.04828 , -100.0015 , -1.052889  
 0.18 ,  4.006317 ,  4.049043 , -99.97862 , -1.03  
 0.185 ,  4.005936 ,  4.047517 , -100.0015 , -1.052889  
 0.19 ,  4.006317 ,  4.049043 , -99.97862 , -1.052889  
 0.1949999 ,  4.006317 ,  4.047898 , -99.95573 , -1.052889  
 0.1999999 ,  4.006317 ,  4.048661 , -99.95573 , -1.052889  
 0.2049999 ,  4.005936 ,  4.047517 , -99.93285 , -1.075777  
 0.2099999 ,  4.006317 ,  4.048661 , -99.95573 , -1.007111  
 0.2149999 ,  4.006317 ,  4.047898 , -100.0015 , -1.075777  
 0.2199999 ,  4.006699 ,  4.048661 , -99.95573 , -1.052889  
 0.2249999 ,  4.006699 ,  4.047898 , -99.95573 , -1.075777  
 0.2299999 ,  4.005936 ,  4.047898 , -99.95573 , -0.9842218  
 0.2349999 ,  4.006317 ,  4.047898 , -100.0015 , -1.007111  
 0.2399999 ,  4.006317 ,  4.047898 , -100.0015 , -1.052889  
 0.2449999 ,  4.006699 ,  4.047898 , -99.93285 , -1.052889  
 0.2499999 ,  4.006317 ,  4.047898 , -100.0015 , -1.052889  
 0.2549999 ,  4.005554 ,  4.047898 , -99.95573 , -1.075777  
 0.2599999 ,  4.00708 ,  4.047898 , -99.95573 , -1.007111  
 0.2649999 ,  4.006699 ,  4.04828 , -99.93285 , -1.007111  
 0.2699999 ,  4.006317 ,  4.04828 , -99.97862 , -1.03  
 0.2749999 ,  4.006317 ,  4.04828 , -99.97862 , -1.052889  
 0.2799999 ,  4.005936 ,  4.047898 , -99.93285 , -1.007111  
 0.2849999 ,  4.006699 ,  4.048661 , -99.97862 , -1.075777  
 0.2899999 ,  4.006317 ,  4.047898 , -99.97862 , -1.052889  
 0.2949999 ,  4.006317 ,  4.048661 , -100.0015 , -1.007111  
 0.2999999 ,  4.006317 ,  4.047898 , -99.93285 , -1.052889  
 0.3049999 ,  4.005936 ,  4.047898 , -100.0015 , -1.03  
 0.3099999 ,  4.006317 ,  4.047135 , -99.93285 , -1.052889  
 0.3149998 ,  4.006317 ,  4.048661 , -99.97862 , -1.03  
 0.3199998 ,  4.00708 ,  4.047517 , -100.0015 , -1.075777  
 0.3249998 ,  4.006317 ,  4.047898 , -99.95573 , -1.075777  
 0.3299998 ,  4.005936 ,  4.047898 , -99.95573 , -1.03  
 0.3349998 ,  4.007462 ,  4.048661 , -99.97862 , -1.121555  
 0.3399998 ,  4.005936 ,  4.047135 , -99.97862 , -1.03  
 0.3449998 ,  4.006317 ,  4.048661 , -100.0015 , -1.075777  
 0.3499998 ,  4.006317 ,  4.047898 , -99.95573 , -1.052889  
 0.3549998 ,  4.006699 ,  4.04828 , -100.0015 , -1.03  
 0.3599998 ,  4.006699 ,  4.047898 , -99.97862 , -1.03  
 0.3649998 ,  4.006317 ,  4.047898 , -99.95573 , -1.121555  
 0.3699998 ,  4.006317 ,  4.047898 , -100.0015 , -1.075777  
 0.3749998 ,  4.006317 ,  4.047898 , -99.97862 , -1.098666  
 0.3799998 ,  4.006317 ,  4.047898 , -99.97862 , -1.075777  
 0.3849998 ,  4.006317 ,  4.048661 , -99.97862 , -1.098666  
 0.3899998 ,  4.006317 ,  4.048661 , -99.95573 , -1.052889  
 0.3949998 ,  4.006317 ,  4.04828 , -100.0244 , -1.052889  
 0.3999998 ,  4.006317 ,  4.047898 , -99.97862 , -1.03  
 0.4049998 ,  4.006317 ,  4.04828 , -99.97862 , -1.03  
 0.4099998 ,  4.006699 ,  4.047898 , -99.97862 , -1.075777  
 0.4149998 ,  4.006317 ,  4.047898 , -99.95573 , -0.9842218  
 0.4199997 ,  4.006699 ,  4.04828 , -100.0015 , -1.052889  
 0.4249997 ,  4.006317 ,  4.047898 , -99.95573 , -1.075777  
 0.4299997 ,  4.006317 ,  4.048661 , -99.95573 , -1.052889  
 0.4349997 ,  4.00708 ,  4.047517 , -99.95573 , -1.052889  
 0.4399997 ,  4.006317 ,  4.048661 , -99.95573 , -1.052889  
 0.4449997 ,  4.006317 ,  4.047898 , -99.95573 , -1.098666  
 0.4499997 ,  4.006317 ,  4.047898 , -99.95573 , -1.03  
