TestAide Data Save File
Version , 1.0
Function Generator
Version , 3.1
Data Collect Mode Index , 0 
Data Collect Mode , Timed Data
Time Interval Enable , 1 
Cycle Interval Enable , 0 
Data File Header ,  / 2025-03-23 15:58:37
 Time  , D2Y+ , D2Y- , F2X+ , F2Y+ 
 S  , mm , mm , kN , kN 
0 ,0.11780200000000018,0.17197200000000024, -99.81841 ,-1.26026462457
0.005 ,0.11818300000000015,0.17120900000000017, -99.81841 ,-1.2127072337099998
0.01 ,0.11780200000000018,0.17235400000000034, -99.81841 ,-1.23648592914
0.015 ,0.11856500000000025,0.1708280000000002, -99.79552 ,-1.23648592914
0.02 ,0.11780200000000018,0.17197200000000024, -99.79552 ,-1.2127072337099998
0.025 ,0.11780200000000018,0.1708280000000002, -99.81841 ,-1.26026462457
0.03 ,0.11780200000000018,0.17235400000000034, -99.79552 ,-1.26026462457
0.035 ,0.11856500000000025,0.17159100000000027, -99.81841 ,-1.26026462457
0.04 ,0.11818300000000015,0.17235400000000034, -99.79552 ,-1.23648592914
4.499999E-02 ,0.11780200000000018,0.17159100000000027, -99.77263 ,-1.26026462457
4.999999E-02 ,0.11856500000000025,0.17197200000000024, -99.81841 ,-1.33159967199
5.499999E-02 ,0.11780200000000018,0.1708280000000002, -99.79552 ,-1.1889285382800001
5.999999E-02 ,0.11856500000000025,0.17159100000000027, -99.79552 ,-1.26026462457
6.499999E-02 ,0.11856500000000025,0.17120900000000017, -99.74974 ,-1.30782097656
6.999999E-02 ,0.11780200000000018,0.17197200000000024, -99.81841 ,-1.26026462457
0.075 ,0.11894600000000022,0.17120900000000017, -99.77263 ,-1.26026462457
0.08 ,0.11780200000000018,0.17197200000000024, -99.74974 ,-1.26026462457
0.085 ,0.11818300000000015,0.17197200000000024, -99.79552 ,-1.26026462457
0.09 ,0.11818300000000015,0.17197200000000024, -99.79552 ,-1.30782097656
9.500001E-02 ,0.11856500000000025,0.17197200000000024, -99.79552 ,-1.30782097656
0.1 ,0.11894600000000022,0.17159100000000027, -99.79552 ,-1.26026462457
0.105 ,0.11780200000000018,0.17159100000000027, -99.77263 ,-1.26026462457
0.11 ,0.11856500000000025,0.17159100000000027, -99.79552 ,-1.26026462457
0.115 ,0.11818300000000015,0.17197200000000024, -99.77263 ,-1.23648592914
0.12 ,0.11818300000000015,0.17159100000000027, -99.77263 ,-1.26026462457
0.125 ,0.11856500000000025,0.17197200000000024, -99.79552 ,-1.26026462457
0.13 ,0.11780200000000018,0.17120900000000017, -99.77263 ,-1.30782097656
0.135 ,0.11894600000000022,0.17235400000000034, -99.84129 ,-1.33159967199
0.14 ,0.11856500000000025,0.17159100000000027, -99.84129 ,-1.30782097656
0.145 ,0.11856500000000025,0.17197200000000024, -99.81841 ,-1.26026462457
0.15 ,0.11894600000000022,0.17120900000000017, -99.84129 ,-1.26026462457
0.155 ,0.11856500000000025,0.17197200000000024, -99.81841 ,-1.33159967199
0.16 ,0.11932800000000032,0.1708280000000002, -99.81841 ,-1.28404332
0.165 ,0.11856500000000025,0.17235400000000034, -99.77263 ,-1.30782097656
0.17 ,0.11894600000000022,0.17120900000000017, -99.81841 ,-1.33159967199
0.175 ,0.11894600000000022,0.17235400000000034, -99.84129 ,-1.23648592914
0.18 ,0.11856500000000025,0.1708280000000002, -99.84129 ,-1.30782097656
0.185 ,0.11932800000000032,0.17235400000000034, -99.81841 ,-1.33159967199
0.19 ,0.11780200000000018,0.1708280000000002, -99.79552 ,-1.28404332
0.1949999 ,0.12009000000000025,0.17197200000000024, -99.79552 ,-1.35537836742
0.1999999 ,0.11894600000000022,0.17120900000000017, -99.79552 ,-1.30782097656
0.2049999 ,0.11932800000000032,0.17235400000000034, -99.74974 ,-1.30782097656
0.2099999 ,0.11970900000000029,0.17120900000000017, -99.79552 ,-1.30782097656
0.2149999 ,0.11932800000000032,0.17235400000000034, -99.79552 ,-1.35537836742
0.2199999 ,0.11932800000000032,0.17120900000000017, -99.81841 ,-1.30782097656
0.2249999 ,0.11894600000000022,0.17197200000000024, -99.79552 ,-1.3791570628500003
0.2299999 ,0.11932800000000032,0.17197200000000024, -99.81841 ,-1.28404332
0.2349999 ,0.11932800000000032,0.17197200000000024, -99.79552 ,-1.2127072337099998
0.2399999 ,0.11894600000000022,0.17197200000000024, -99.79552 ,-1.30782097656
0.2449999 ,0.12009000000000025,0.17120900000000017, -99.81841 ,-1.30782097656
0.2499999 ,0.11894600000000022,0.17159100000000027, -99.81841 ,-1.3791570628500003
0.2549999 ,0.11932800000000032,0.17159100000000027, -99.77263 ,-1.35537836742
0.2599999 ,0.11894600000000022,0.17197200000000024, -99.72685 ,-1.30782097656
0.2649999 ,0.11894600000000022,0.17120900000000017, -99.79552 ,-1.26026462457
0.2699999 ,0.12009000000000025,0.17235400000000034, -99.79552 ,-1.33159967199
0.2749999 ,0.11932800000000032,0.17159100000000027, -99.74974 ,-1.33159967199
0.2799999 ,0.12009000000000025,0.1727350000000003, -99.74974 ,-1.30782097656
0.2849999 ,0.12009000000000025,0.17159100000000027, -99.77263 ,-1.33159967199
0.2899999 ,0.11932800000000032,0.17235400000000034, -99.79552 ,-1.30782097656
0.2949999 ,0.12047200000000036,0.17120900000000017, -99.79552 ,-1.30782097656
0.2999999 ,0.11932800000000032,0.17235400000000034, -99.77263 ,-1.30782097656
0.3049999 ,0.12009000000000025,0.1708280000000002, -99.74974 ,-1.26026462457
0.3099999 ,0.11894600000000022,0.17235400000000034, -99.79552 ,-1.28404332
0.3149998 ,0.11932800000000032,0.17159100000000027, -99.79552 ,-1.26026462457
0.3199998 ,0.11932800000000032,0.17197200000000024, -99.81841 ,-1.30782097656
0.3249998 ,0.11932800000000032,0.17120900000000017, -99.77263 ,-1.3791570628500003
0.3299998 ,0.12009000000000025,0.17235400000000034, -99.79552 ,-1.30782097656
0.3349998 ,0.11894600000000022,0.1708280000000002, -99.81841 ,-1.28404332
0.3399998 ,0.12009000000000025,0.1727350000000003, -99.79552 ,-1.30782097656
0.3449998 ,0.12009000000000025,0.17159100000000027, -99.79552 ,-1.35537836742
0.3499998 ,0.12009000000000025,0.17197200000000024, -99.72685 ,-1.28404332
0.3549998 ,0.12009000000000025,0.17159100000000027, -99.81841 ,-1.30782097656
0.3599998 ,0.11970900000000029,0.17197200000000024, -99.79552 ,-1.30782097656
0.3649998 ,0.12009000000000025,0.17159100000000027, -99.81841 ,-1.30782097656
0.3699998 ,0.11970900000000029,0.17197200000000024, -99.77263 ,-1.28404332
0.3749998 ,0.12009000000000025,0.17235400000000034, -99.84129 ,-1.30782097656
0.3799998 ,0.12009000000000025,0.17235400000000034, -99.81841 ,-1.33159967199
0.3849998 ,0.12009000000000025,0.17235400000000034, -99.79552 ,-1.3791570628500003
0.3899998 ,0.12047200000000036,0.17235400000000034, -99.79552 ,-1.30782097656
0.3949998 ,0.11894600000000022,0.17197200000000024, -99.77263 ,-1.35537836742
0.3999998 ,0.12047200000000036,0.17235400000000034, -99.77263 ,-1.3791570628500003
0.4049998 ,0.12047200000000036,0.1727350000000003, -99.81841 ,-1.30782097656
0.4099998 ,0.11970900000000029,0.17120900000000017, -99.74974 ,-1.30782097656
0.4149998 ,0.12009000000000025,0.17197200000000024, -99.81841 ,-1.28404332
0.4199997 ,0.11932800000000032,0.1708280000000002, -99.79552 ,-1.33159967199
0.4249997 ,0.12085399999999957,0.17235400000000034, -99.84129 ,-1.35537836742
0.4299997 ,0.11970900000000029,0.17120900000000017, -99.74974 ,-1.33159967199
0.4349997 ,0.12047200000000036,0.17197200000000024, -99.77263 ,-1.30782097656
0.4399997 ,0.12009000000000025,0.1708280000000002, -99.79552 ,-1.33159967199
0.4449997 ,0.11970900000000029,0.1727350000000003, -99.79552 ,-1.35537836742
0.4499997 ,0.12047200000000036,0.1708280000000002, -99.77263 ,-1.35537836742
0.4549997 ,0.12009000000000025,0.17235400000000034, -99.79552 ,-1.35537836742
0.4599997 ,0.12085399999999957,0.17120900000000017, -99.81841 ,-1.30782097656
0.4649997 ,0.12047200000000036,0.17235400000000034, -99.81841 ,-1.3791570628500003
0.4699997 ,0.12009000000000025,0.17120900000000017, -99.79552 ,-1.30782097656
0.4749997 ,0.12085399999999957,0.17235400000000034, -99.79552 ,-1.30782097656
0.4799997 ,0.11932800000000032,0.1708280000000002, -99.74974 ,-1.33159967199
0.4849997 ,0.12009000000000025,0.17159100000000027, -99.77263 ,-1.3791570628500003
0.4899997 ,0.12047200000000036,0.1708280000000002, -99.79552 ,-1.35537836742
0.4949997 ,0.12009000000000025,0.17235400000000034, -99.81841 ,-1.30782097656
0.4999997 ,0.12047200000000036,0.17197200000000024, -99.77263 ,-1.30782097656
