TestAide Data Save File
Version , 1.0
Function Generator
Version , 3.1
Data Collect Mode Index , 0 
Data Collect Mode , Timed Data
Time Interval Enable , 1 
Cycle Interval Enable , 0 
Data File Header ,  / 2024-11-14 19:33:53
 Time  , D2Y+ , D2Y- , F2X+ , F2Y+ 
 S  , mm , mm , kN , kN 
 0 ,  4.652165 ,  4.163869 , -99.70396 , -1.373333  
 0.005 ,  4.652165 ,  4.164632 , -99.65819 , -1.396222  
 0.01 ,  4.651402 ,  4.163869 , -99.65819 , -1.441999  
 0.015 ,  4.651402 ,  4.164632 , -99.6353 , -1.396222  
 0.02 ,  4.652165 ,  4.16425 , -99.6353 , -1.373333  
 0.025 ,  4.651021 ,  4.164632 , -99.6353 , -1.464888  
 0.03 ,  4.651783 ,  4.163487 , -99.6353 , -1.441999  
 0.035 ,  4.650639 ,  4.163869 , -99.6353 , -1.441999  
 0.04 ,  4.651402 ,  4.163869 , -99.65819 , -1.396222  
 4.499999E-02 ,  4.651783 ,  4.16425 , -99.6353 , -1.441999  
 4.999999E-02 ,  4.651402 ,  4.163487 , -99.65819 , -1.419111  
 5.499999E-02 ,  4.651783 ,  4.16425 , -99.68108 , -1.464888  
 5.999999E-02 ,  4.651402 ,  4.163869 , -99.6353 , -1.396222  
 6.499999E-02 ,  4.651021 ,  4.163869 , -99.65819 , -1.441999  
 6.999999E-02 ,  4.652165 ,  4.163869 , -99.6353 , -1.441999  
 0.075 ,  4.651021 ,  4.16425 , -99.6353 , -1.441999  
 0.08 ,  4.652165 ,  4.163869 , -99.65819 , -1.419111  
 0.085 ,  4.651402 ,  4.16425 , -99.70396 , -1.419111  
 0.09 ,  4.651021 ,  4.16425 , -99.65819 , -1.419111  
 9.500001E-02 ,  4.651783 ,  4.16425 , -99.68108 , -1.464888  
 0.1 ,  4.650639 ,  4.16425 , -99.72685 , -1.487777  
 0.105 ,  4.651783 ,  4.16425 , -99.68108 , -1.464888  
 0.11 ,  4.650639 ,  4.16425 , -99.65819 , -1.419111  
 0.115 ,  4.651783 ,  4.164632 , -99.68108 , -1.441999  
 0.12 ,  4.651783 ,  4.164632 , -99.65819 , -1.441999  
 0.125 ,  4.651021 ,  4.163869 , -99.68108 , -1.464888  
 0.13 ,  4.651783 ,  4.164632 , -99.65819 , -1.487777  
 0.135 ,  4.650258 ,  4.163869 , -99.65819 , -1.396222  
 0.14 ,  4.651402 ,  4.164632 , -99.68108 , -1.464888  
 0.145 ,  4.651402 ,  4.163869 , -99.6353 , -1.510666  
 0.15 ,  4.651402 ,  4.164632 , -99.68108 , -1.464888  
