TestAide Data Save File
Version , 1.0
Function Generator
Version , 3.1
Data Collect Mode Index , 0 
Data Collect Mode , Timed Data
Time Interval Enable , 1 
Cycle Interval Enable , 0 
Data File Header ,  / 2024-11-05 19:07:16
 Time  , D2Y+ , D2Y- , F2X+ , F2Y+ 
 S  , mm , mm , kN , kN 
 0 ,  3.941847 ,  4.292809 , -100.528 , -1.052889  
 0.005 ,  3.941465 ,  4.291665 , -100.5051 , -1.03  
 0.01 ,  3.941465 ,  4.292809 , -100.528 , -1.052889  
 0.015 ,  3.942228 ,  4.292428 , -100.528 , -1.03  
 0.02 ,  3.942228 ,  4.292809 , -100.528 , -1.052889  
 0.025 ,  3.942228 ,  4.291284 , -100.528 , -1.052889  
 0.03 ,  3.942228 ,  4.293191 , -100.5051 , -1.03  
 0.035 ,  3.941847 ,  4.292809 , -100.5051 , -1.03  
 0.04 ,  3.942228 ,  4.293191 , -100.5051 , -1.052889  
 4.499999E-02 ,  3.941465 ,  4.292047 , -100.4822 , -1.052889  
 4.999999E-02 ,  3.941465 ,  4.293191 , -100.528 , -1.075777  
 5.499999E-02 ,  3.942228 ,  4.292428 , -100.528 , -1.052889  
 5.999999E-02 ,  3.941465 ,  4.292809 , -100.5051 , -1.075777  
 6.499999E-02 ,  3.942228 ,  4.292047 , -100.4822 , -1.03  
 6.999999E-02 ,  3.941465 ,  4.292809 , -100.4822 , -1.075777  
 0.075 ,  3.942228 ,  4.292809 , -100.528 , -1.075777  
 0.08 ,  3.941847 ,  4.292809 , -100.4822 , -1.03  
 0.085 ,  3.941847 ,  4.292047 , -100.528 , -1.098666  
 0.09 ,  3.942228 ,  4.292047 , -100.528 , -1.03  
 9.500001E-02 ,  3.941465 ,  4.292428 , -100.5051 , -1.03  
 0.1 ,  3.941465 ,  4.292047 , -100.4822 , -1.075777  
 0.105 ,  3.942228 ,  4.292809 , -100.528 , -1.075777  
 0.11 ,  3.941465 ,  4.292809 , -100.528 , -1.075777  
 0.115 ,  3.942228 ,  4.293191 , -100.4593 , -1.03  
 0.12 ,  3.941084 ,  4.292047 , -100.528 , -1.007111  
 0.125 ,  3.941847 ,  4.292809 , -100.4822 , -1.052889  
 0.13 ,  3.941847 ,  4.292428 , -100.5051 , -0.9842218  
 0.135 ,  3.941465 ,  4.293191 , -100.528 , -1.075777  
 0.14 ,  3.942228 ,  4.292047 , -100.5051 , -1.052889  
 0.145 ,  3.942228 ,  4.292809 , -100.528 , -1.007111  
 0.15 ,  3.942228 ,  4.292428 , -100.5508 , -1.052889  
 0.155 ,  3.942228 ,  4.292809 , -100.528 , -1.075777  
 0.16 ,  3.941084 ,  4.292428 , -100.5508 , -1.03  
 0.165 ,  3.942228 ,  4.292428 , -100.5051 , -1.03  
 0.17 ,  3.941465 ,  4.291665 , -100.528 , -1.052889  
 0.175 ,  3.941847 ,  4.292809 , -100.4822 , -1.052889  
 0.18 ,  3.941084 ,  4.292047 , -100.528 , -1.098666  
 0.185 ,  3.942228 ,  4.292809 , -100.4822 , -1.052889  
 0.19 ,  3.941465 ,  4.292428 , -100.5508 , -1.075777  
 0.1949999 ,  3.941465 ,  4.292809 , -100.4822 , -1.052889  
 0.1999999 ,  3.941847 ,  4.292809 , -100.528 , -1.03  
 0.2049999 ,  3.941465 ,  4.293191 , -100.5051 , -1.03  
 0.2099999 ,  3.942228 ,  4.292047 , -100.5051 , -1.075777  
 0.2149999 ,  3.941465 ,  4.292428 , -100.4822 , -1.075777  
 0.2199999 ,  3.941465 ,  4.292809 , -100.5051 , -1.075777  
 0.2249999 ,  3.941465 ,  4.292047 , -100.4822 , -1.052889  
 0.2299999 ,  3.941465 ,  4.292047 , -100.528 , -1.03  
 0.2349999 ,  3.942228 ,  4.292428 , -100.4822 , -1.052889  
 0.2399999 ,  3.941465 ,  4.292809 , -100.528 , -1.052889  
 0.2449999 ,  3.942228 ,  4.292809 , -100.5051 , -1.052889  
 0.2499999 ,  3.942228 ,  4.292809 , -100.5051 , -1.03  
 0.2549999 ,  3.942228 ,  4.292809 , -100.528 , -1.075777  
 0.2599999 ,  3.942228 ,  4.293191 , -100.4822 , -1.075777  
 0.2649999 ,  3.941465 ,  4.292047 , -100.4593 , -1.075777  
 0.2699999 ,  3.941847 ,  4.292809 , -100.5051 , -1.121555  
 0.2749999 ,  3.94261 ,  4.292047 , -100.4822 , -1.052889  
 0.2799999 ,  3.941084 ,  4.292047 , -100.4822 , -1.075777  
 0.2849999 ,  3.942228 ,  4.292047 , -100.5051 , -1.052889  
 0.2899999 ,  3.941084 ,  4.292428 , -100.5051 , -1.052889  
 0.2949999 ,  3.941084 ,  4.291665 , -100.528 , -1.03  
 0.2999999 ,  3.941465 ,  4.292809 , -100.528 , -1.098666  
 0.3049999 ,  3.941084 ,  4.291665 , -100.528 , -1.075777  
 0.3099999 ,  3.941084 ,  4.293191 , -100.528 , -0.9842218  
 0.3149998 ,  3.941084 ,  4.292809 , -100.4822 , -1.075777  
 0.3199998 ,  3.942228 ,  4.292809 , -100.528 , -1.03  
 0.3249998 ,  3.941465 ,  4.291665 , -100.4822 , -1.052889  
 0.3299998 ,  3.941465 ,  4.292809 , -100.5051 , -1.03  
 0.3349998 ,  3.941465 ,  4.292047 , -100.528 , -1.075777  
 0.3399998 ,  3.941084 ,  4.292809 , -100.5051 , -1.098666  
 0.3449998 ,  3.942228 ,  4.292047 , -100.5051 , -1.075777  
 0.3499998 ,  3.941465 ,  4.292809 , -100.5051 , -0.9842218  
 0.3549998 ,  3.942228 ,  4.292809 , -100.528 , -1.075777  
 0.3599998 ,  3.941084 ,  4.292809 , -100.4822 , -1.075777  
 0.3649998 ,  3.941847 ,  4.292428 , -100.4822 , -1.03  
 0.3699998 ,  3.942228 ,  4.292809 , -100.5051 , -1.075777  
 0.3749998 ,  3.941084 ,  4.292047 , -100.4822 , -1.052889  
 0.3799998 ,  3.942228 ,  4.292809 , -100.528 , -1.052889  
 0.3849998 ,  3.941084 ,  4.292428 , -100.4593 , -1.075777  
 0.3899998 ,  3.941847 ,  4.292047 , -100.5051 , -1.007111  
 0.3949998 ,  3.942228 ,  4.292809 , -100.528 , -1.03  
 0.3999998 ,  3.941084 ,  4.292047 , -100.5051 , -1.075777  
 0.4049998 ,  3.942228 ,  4.292809 , -100.528 , -1.075777  
 0.4099998 ,  3.942228 ,  4.292428 , -100.4822 , -1.03  
 0.4149998 ,  3.941847 ,  4.293191 , -100.5051 , -1.052889  
 0.4199997 ,  3.941465 ,  4.292428 , -100.5051 , -1.03  
 0.4249997 ,  3.941465 ,  4.292809 , -100.4822 , -1.075777  
 0.4299997 ,  3.941847 ,  4.292047 , -100.5051 , -1.03  
 0.4349997 ,  3.941084 ,  4.293191 , -100.5051 , -1.075777  
 0.4399997 ,  3.942228 ,  4.291665 , -100.528 , -1.052889  
 0.4449997 ,  3.942228 ,  4.292428 , -100.5051 , -1.052889  
 0.4499997 ,  3.941465 ,  4.292047 , -100.5051 , -1.075777  
 0.4549997 ,  3.941847 ,  4.292809 , -100.528 , -1.052889  
 0.4599997 ,  3.941084 ,  4.292047 , -100.528 , -1.075777  
 0.4649997 ,  3.942228 ,  4.293572 , -100.5051 , -1.03  
 0.4699997 ,  3.941465 ,  4.292047 , -100.5051 , -1.007111  
 0.4749997 ,  3.941847 ,  4.293191 , -100.528 , -1.052889  
 0.4799997 ,  3.941847 ,  4.292047 , -100.5051 , -1.075777  
 0.4849997 ,  3.941465 ,  4.292428 , -100.528 , -1.075777  
 0.4899997 ,  3.942228 ,  4.292047 , -100.4822 , -1.098666  
 0.4949997 ,  3.941084 ,  4.292809 , -100.5051 , -1.03  
 0.4999997 ,  3.941465 ,  4.292047 , -100.4822 , -1.052889  
 0.5049997 ,  3.941465 ,  4.292428 , -100.5051 , -1.03  
 0.5099997 ,  3.941465 ,  4.292047 , -100.5051 , -1.075777  
 0.5149997 ,  3.941465 ,  4.292809 , -100.528 , -1.052889  
 0.5199997 ,  3.941465 ,  4.292809 , -100.4822 , -1.052889  
 0.5249997 ,  3.942228 ,  4.292428 , -100.4822 , -1.075777  
 0.5299997 ,  3.942228 ,  4.292809 , -100.528 , -1.03  
 0.5349997 ,  3.942228 ,  4.292047 , -100.4822 , -1.03  
 0.5399997 ,  3.941847 ,  4.292809 , -100.528 , -1.075777  
 0.5449997 ,  3.941084 ,  4.292809 , -100.4822 , -1.03  
 0.5499997 ,  3.942228 ,  4.292809 , -100.528 , -1.03  
 0.5549996 ,  3.941465 ,  4.292809 , -100.5051 , -1.075777  
 0.5599996 ,  3.941465 ,  4.292047 , -100.5051 , -1.052889  
 0.5649996 ,  3.941465 ,  4.292047 , -100.5051 , -1.098666  
 0.5699996 ,  3.941465 ,  4.292809 , -100.528 , -0.9842218  
