TestAide Data Save File
Version , 1.0
Function Generator
Version , 3.1
Data Collect Mode Index , 0 
Data Collect Mode , Timed Data
Time Interval Enable , 1 
Cycle Interval Enable , 0 
Data File Header ,  / 2024-11-18 15:14:02
 Time  , D2Y+ , D2Y- , F2X+ , F2Y+ 
 S  , mm , mm , kN , kN 
 0 ,  4.798654 ,  4.360713 , -99.97862 , -1.213111  
 0.005 ,  4.797891 ,  4.360332 , -99.90996 , -1.190222  
 0.01 ,  4.797891 ,  4.360713 , -99.97862 , -1.190222  
 0.015 ,  4.798272 ,  4.35995 , -99.95573 , -1.190222  
 0.02 ,  4.796746 ,  4.360713 , -100.0015 , -1.213111  
 0.025 ,  4.798654 ,  4.35995 , -99.97862 , -1.213111  
 0.03 ,  4.797891 ,  4.361094 , -99.97862 , -1.258888  
 0.035 ,  4.797891 ,  4.360332 , -99.95573 , -1.236  
 0.04 ,  4.797891 ,  4.360713 , -100.0473 , -1.213111  
 4.499999E-02 ,  4.797128 ,  4.360332 , -99.95573 , -1.236  
 4.999999E-02 ,  4.797891 ,  4.361476 , -99.97862 , -1.236  
 5.499999E-02 ,  4.797128 ,  4.360332 , -99.97862 , -1.236  
 5.999999E-02 ,  4.797891 ,  4.35995 , -99.95573 , -1.258888  
 6.499999E-02 ,  4.797891 ,  4.35995 , -99.95573 , -1.213111  
 6.999999E-02 ,  4.797509 ,  4.360713 , -99.97862 , -1.213111  
 0.075 ,  4.797891 ,  4.35995 , -100.0244 , -1.258888  
 0.08 ,  4.797128 ,  4.360332 , -99.97862 , -1.258888  
 0.085 ,  4.797128 ,  4.360332 , -99.97862 , -1.236  
 0.09 ,  4.798272 ,  4.361476 , -99.95573 , -1.213111  
 9.500001E-02 ,  4.796746 ,  4.360332 , -99.97862 , -1.213111  
 0.1 ,  4.797891 ,  4.361094 , -99.97862 , -1.236  
 0.105 ,  4.797128 ,  4.360332 , -99.97862 , -1.236  
 0.11 ,  4.797128 ,  4.360713 , -100.0015 , -1.258888  
 0.115 ,  4.797891 ,  4.360332 , -99.95573 , -1.236  
 0.12 ,  4.796746 ,  4.360332 , -99.97862 , -1.281777  
 0.125 ,  4.797128 ,  4.360332 , -99.97862 , -1.281777  
 0.13 ,  4.797128 ,  4.360332 , -99.93285 , -1.258888  
 0.135 ,  4.796746 ,  4.35995 , -99.97862 , -1.281777  
 0.14 ,  4.797891 ,  4.360332 , -99.97862 , -1.258888  
 0.145 ,  4.796746 ,  4.360332 , -99.90996 , -1.281777  
 0.15 ,  4.796746 ,  4.361476 , -99.97862 , -1.304666  
 0.155 ,  4.797128 ,  4.360332 , -99.97862 , -1.281777  
 0.16 ,  4.796746 ,  4.360332 , -99.95573 , -1.304666  
 0.165 ,  4.797128 ,  4.35995 , -100.0015 , -1.304666  
 0.17 ,  4.796746 ,  4.360713 , -99.97862 , -1.304666  
 0.175 ,  4.797128 ,  4.360332 , -100.0244 , -1.304666  
 0.18 ,  4.796746 ,  4.360332 , -99.97862 , -1.281777  
 0.185 ,  4.797128 ,  4.35995 , -99.93285 , -1.350444  
 0.19 ,  4.797509 ,  4.360332 , -99.95573 , -1.281777  
 0.1949999 ,  4.796746 ,  4.360332 , -99.95573 , -1.327555  
 0.1999999 ,  4.796746 ,  4.360332 , -99.95573 , -1.327555  
 0.2049999 ,  4.796746 ,  4.360332 , -99.93285 , -1.281777  
 0.2099999 ,  4.796365 ,  4.35995 , -100.0015 , -1.327555  
 0.2149999 ,  4.797128 ,  4.360332 , -100.0015 , -1.327555  
 0.2199999 ,  4.795983 ,  4.35995 , -99.97862 , -1.350444  
 0.2249999 ,  4.796746 ,  4.35995 , -100.0244 , -1.327555  
 0.2299999 ,  4.796746 ,  4.360332 , -100.0015 , -1.350444  
 0.2349999 ,  4.797128 ,  4.360332 , -100.0015 , -1.304666  
 0.2399999 ,  4.796746 ,  4.360332 , -100.0015 , -1.304666  
 0.2449999 ,  4.796746 ,  4.360713 , -99.97862 , -1.350444  
 0.2499999 ,  4.796746 ,  4.35995 , -99.97862 , -1.304666  
 0.2549999 ,  4.796746 ,  4.360713 , -99.95573 , -1.373333  
 0.2599999 ,  4.796746 ,  4.35995 , -100.0015 , -1.304666  
 0.2649999 ,  4.796746 ,  4.35995 , -100.0015 , -1.304666  
 0.2699999 ,  4.796365 ,  4.35995 , -100.0015 , -1.350444  
 0.2749999 ,  4.795983 ,  4.360332 , -100.0244 , -1.350444  
 0.2799999 ,  4.795983 ,  4.359569 , -100.0015 , -1.373333  
 0.2849999 ,  4.795983 ,  4.35995 , -99.97862 , -1.373333  
 0.2899999 ,  4.796746 ,  4.359187 , -99.97862 , -1.373333  
 0.2949999 ,  4.795602 ,  4.360332 , -100.0015 , -1.373333  
 0.2999999 ,  4.796746 ,  4.359569 , -99.97862 , -1.327555  
 0.3049999 ,  4.795983 ,  4.360332 , -99.97862 , -1.350444  
 0.3099999 ,  4.796746 ,  4.35995 , -99.95573 , -1.350444  
 0.3149998 ,  4.796746 ,  4.360713 , -99.97862 , -1.373333  
