TestAide Data Save File
Version , 1.0
Function Generator
Version , 3.1
Data Collect Mode Index , 0 
Data Collect Mode , Timed Data
Time Interval Enable , 1 
Cycle Interval Enable , 0 
Data File Header ,  / 2024-12-10 16:35:30
 Time  , DY+ , D2Y+ , F2X+ , F2Y+ 
0.135 , -36.86826 ,  4.75402 , -99.93285 ,-2.91695904
0.14 , -36.86826 ,  4.755928 , -99.86418 ,-2.9416791600000005
0.145 , -36.86254 ,  4.75402 , -99.86418 ,-2.9416791600000005
0.15 , -36.86254 ,  4.754402 , -99.93285 ,-2.96639928
0.155 , -36.86826 ,  4.754402 , -99.90996 ,-2.9416791600000005
0.16 , -36.86826 ,  4.754402 , -99.93285 ,-2.96639928
0.165 , -36.85682 ,  4.755165 , -99.93285 ,-2.96639928
0.17 , -36.86826 ,  4.754402 , -99.95573 ,-2.9416791600000005
0.175 , -36.86826 ,  4.755165 , -99.90996 ,-2.91695904
0.18 , -36.86826 ,  4.754402 , -99.90996 ,-2.96639928
0.185 , -36.86254 ,  4.75402 , -99.86418 ,-2.9416791600000005
0.19 , -36.86254 ,  4.754402 , -99.86418 ,-2.9416791600000005
0.1949999 , -36.86254 ,  4.75402 , -99.90996 ,-2.9416791600000005
0.1999999 , -36.86254 ,  4.755165 , -99.90996 ,-2.9416791600000005
0.2049999 , -36.86826 ,  4.754402 , -99.84129 ,-2.9416791600000005
0.2099999 , -36.86826 ,  4.754402 , -99.90996 ,-2.9416791600000005
0.2149999 , -36.86254 ,  4.754402 , -99.86418 ,-2.9416791600000005
0.2199999 , -36.86826 ,  4.75402 , -99.88707 ,-2.91695904
0.2249999 , -36.86254 ,  4.754784 , -99.84129 ,-3.01583844
0.2299999 , -36.86254 ,  4.75402 , -99.90996 ,-2.99111832
0.2349999 , -36.86254 ,  4.754402 , -99.86418 ,-2.99111832
0.2399999 , -36.86826 ,  4.75402 , -99.84129 ,-2.99111832
0.2449999 , -36.86826 ,  4.754402 , -99.90996 ,-3.01583844
0.2499999 , -36.86254 ,  4.754402 , -99.93285 ,-2.99111832
0.2549999 , -36.86254 ,  4.754402 , -99.88707 ,-3.01583844
0.2599999 , -36.86826 ,  4.754402 , -99.86418 ,-2.99111832
0.2649999 , -36.85682 ,  4.753639 , -99.93285 ,-2.96639928
0.2699999 , -36.86826 ,  4.754402 , -99.90996 ,-2.99111832
0.2749999 , -36.86826 ,  4.754402 , -99.88707 ,-2.96639928
0.2799999 , -36.86826 ,  4.75402 , -99.88707 ,-3.01583844
0.2849999 , -36.86826 ,  4.754402 , -99.90996 ,-2.99111832
0.2899999 , -36.86826 ,  4.753639 , -99.90996 ,-3.01583844
0.2949999 , -36.86826 ,  4.754402 , -99.93285 ,-2.99111832
0.2999999 , -36.86254 ,  4.75402 , -99.88707 ,-3.01583844
0.3049999 , -36.86254 ,  4.75402 , -99.93285 ,-3.0405585600000005
0.3099999 , -36.86254 ,  4.75402 , -99.84129 ,-3.01583844
0.3149998 , -36.86254 ,  4.752876 , -99.90996 ,-2.99111832
0.3199998 , -36.86826 ,  4.754402 , -99.90996 ,-3.0899988
0.3249998 , -36.86254 ,  4.752876 , -99.86418 ,-3.0405585600000005
0.3299998 , -36.85682 ,  4.75402 , -99.84129 ,-3.0405585600000005
0.3349998 , -36.86826 ,  4.75402 , -99.84129 ,-3.0405585600000005
0.3399998 , -36.86826 ,  4.753257 , -99.88707 ,-3.0899988
0.3449998 , -36.86254 ,  4.75402 , -99.88707 ,-3.01583844
0.3499998 , -36.86254 ,  4.753639 , -99.88707 ,-3.01583844
0.3549998 , -36.86826 ,  4.754402 , -99.90996 ,-3.0899988
0.3599998 , -36.86254 ,  4.752494 , -99.93285 ,-3.0899988
0.3649998 , -36.86826 ,  4.753257 , -99.93285 ,-3.0405585600000005
0.3699998 , -36.86826 ,  4.75402 , -99.86418 ,-3.0899988
0.3749998 , -36.85682 ,  4.752876 , -99.90996 ,-3.06527868
0.3799998 , -36.86826 ,  4.75402 , -99.95573 ,-3.06527868
0.3849998 , -36.86826 ,  4.753257 , -99.93285 ,-3.0405585600000005
0.3899998 , -36.86826 ,  4.753257 , -99.90996 ,-3.0899988
0.3949998 , -36.86826 ,  4.752876 , -99.88707 ,-3.1147189200000005
0.3999998 , -36.86826 ,  4.752876 , -99.84129 ,-3.06527868
0.4049998 , -36.86826 ,  4.75402 , -99.90996 ,-3.0899988
0.4099998 , -36.87399 ,  4.752876 , -99.93285 ,-3.0899988
0.4149998 , -36.86826 ,  4.753639 , -99.88707 ,-3.0899988
0.4199997 , -36.85682 ,  4.753257 , -99.93285 ,-3.0405585600000005
0.4249997 , -36.86254 ,  4.753639 , -99.88707 ,-3.06527868
0.4299997 , -36.86826 ,  4.753257 , -99.86418 ,-3.0899988
0.4349997 , -36.86826 ,  4.752876 , -99.90996 ,-3.1147189200000005
0.4399997 , -36.86254 ,  4.753257 , -99.93285 ,-3.0899988
0.4449997 , -36.86254 ,  4.752876 , -99.88707 ,-3.1147189200000005
0.4499997 , -36.86826 ,  4.75402 , -99.90996 ,-3.0899988
0.4549997 , -36.86826 ,  4.752494 , -99.90996 ,-3.1147189200000005
0.4599997 , -36.87399 ,  4.752876 , -99.88707 ,-3.0899988
0.4649997 , -36.86826 ,  4.752876 , -99.90996 ,-3.13943904
0.4699997 , -36.87399 ,  4.752494 , -99.88707 ,-3.0899988
0.4749997 , -36.86826 ,  4.752876 , -99.90996 ,-3.16415916
0.4799997 , -36.86826 ,  4.752494 , -99.90996 ,-3.1147189200000005
0.4849997 , -36.86254 ,  4.753257 , -99.95573 ,-3.13943904
0.4899997 , -36.87399 ,  4.752876 , -99.88707 ,-3.1147189200000005
0.4949997 , -36.86254 ,  4.752876 , -99.88707 ,-3.13943904
0.4999997 , -36.86826 ,  4.753639 , -99.88707 ,-3.13943904
0.5049997 , -36.86826 ,  4.752494 , -99.95573 ,-3.13943904
0.5099997 , -36.86826 ,  4.752876 , -99.90996 ,-3.1147189200000005
0.5149997 , -36.86254 ,  4.752113 , -99.88707 ,-3.16415916
0.5199997 , -36.86826 ,  4.752876 , -99.90996 ,-3.13943904
0.5249997 , -36.86826 ,  4.752876 , -99.88707 ,-3.1147189200000005
0.5299997 , -36.86826 ,  4.752113 , -99.90996 ,-3.13943904
0.5349997 , -36.86826 ,  4.753257 , -99.86418 ,-3.1147189200000005
0.5399997 , -36.86826 ,  4.751731 , -99.90996 ,-3.16415916
0.5449997 , -36.86826 ,  4.752876 , -99.88707 ,-3.1147189200000005
0.5499997 , -36.86826 ,  4.752876 , -99.86418 ,-3.13943904
0.5549996 , -36.86826 ,  4.752876 , -99.90996 ,-3.16415916
0.5599996 , -36.86826 ,  4.752876 , -99.86418 ,-3.0899988
0.5649996 , -36.86826 ,  4.75135 , -99.93285 ,-3.16415916
0.5699996 , -36.86826 ,  4.752876 , -99.90996 ,-3.18887928
0.5749996 , -36.86254 ,  4.752113 , -99.88707 ,-3.18887928
0.5799996 , -36.87399 ,  4.752876 , -99.86418 ,-3.16415916
0.5849996 , -36.86254 ,  4.752876 , -99.88707 ,-3.13943904
0.5899996 , -36.86826 ,  4.75135 , -99.88707 ,-3.16415916
0.5949996 , -36.86826 ,  4.752494 , -99.88707 ,-3.18887928
0.5999996 , -36.86254 ,  4.752113 , -99.90996 ,-3.16415916
0.6049996 , -36.86826 ,  4.752494 , -99.90996 ,-3.21359832
0.6099996 , -36.86826 ,  4.752494 , -99.88707 ,-3.21359832
0.6149996 , -36.86826 ,  4.752113 , -99.90996 ,-3.21359832
0.6199996 , -36.86826 ,  4.752494 , -99.88707 ,-3.21359832
0.6249996 , -36.86826 ,  4.75135 , -99.88707 ,-3.21359832
0.6299996 , -36.86826 ,  4.752113 , -99.86418 ,-3.21359832
0.6349996 , -36.86826 ,  4.750968 , -99.84129 ,-3.23831844
0.6399996 , -36.86826 ,  4.752113 , -99.86418 ,-3.16415916
0.6449996 , -36.87399 ,  4.752113 , -99.93285 ,-3.18887928
0.6499996 , -36.86826 ,  4.752113 , -99.93285 ,-3.21359832
0.6549996 , -36.87399 ,  4.752494 , -99.84129 ,-3.16415916
0.6599995 , -36.87399 ,  4.75135 , -99.90996 ,-3.23831844
0.6649995 , -36.87399 ,  4.752494 , -99.93285 ,-3.23831844
0.6699995 , -36.86826 ,  4.75135 , -99.90996 ,-3.23831844
0.6749995 , -36.86826 ,  4.75135 , -99.88707 ,-3.23831844
0.6799995 , -36.87399 ,  4.752113 , -99.86418 ,-3.21359832
0.6849995 , -36.86826 ,  4.75135 , -99.88707 ,-3.21359832
0.6899995 , -36.87399 ,  4.752494 , -99.88707 ,-3.18887928
0.6949995 , -36.86826 ,  4.75135 , -99.88707 ,-3.23831844
0.6999995 , -36.86826 ,  4.752494 , -99.88707 ,-3.18887928
0.7049995 , -36.86254 ,  4.750968 , -99.88707 ,-3.2630385600000005
0.7099995 , -36.86826 ,  4.751731 , -99.88707 ,-3.21359832
0.7149995 , -36.86826 ,  4.752494 , -99.90996 ,-3.23831844
0.7199995 , -36.86826 ,  4.75135 , -99.90996 ,-3.21359832
0.7249995 , -36.86826 ,  4.751731 , -99.88707 ,-3.21359832
0.7299995 , -36.87399 ,  4.750968 , -99.90996 ,-3.23831844
0.7349995 , -36.87399 ,  4.752113 , -99.90996 ,-3.2630385600000005
0.7399995 , -36.86826 ,  4.751731 , -99.95573 ,-3.21359832
0.7449995 , -36.86826 ,  4.750968 , -99.93285 ,-3.23831844
0.7499995 , -36.86826 ,  4.752494 , -99.90996 ,-3.23831844
0.7549995 , -36.86826 ,  4.750587 , -99.88707 ,-3.23831844
0.7599995 , -36.87399 ,  4.752113 , -99.88707 ,-3.23831844
0.7649994 , -36.86254 ,  4.750968 , -99.90996 ,-3.2630385600000005
0.7699994 , -36.86826 ,  4.75135 , -99.90996 ,-3.2630385600000005
0.7749994 , -36.86826 ,  4.750968 , -99.90996 ,-3.23831844
0.7799994 , -36.86826 ,  4.750968 , -99.84129 ,-3.23831844
0.7849994 , -36.86826 ,  4.751731 , -99.90996 ,-3.2630385600000005
0.7899994 , -36.87399 ,  4.751731 , -99.88707 ,-3.2630385600000005
0.7949994 , -36.86826 ,  4.752113 , -99.88707 ,-3.28775868
0.7999994 , -36.87399 ,  4.75135 , -99.90996 ,-3.2630385600000005
0.8049994 , -36.86826 ,  4.750968 , -99.90996 ,-3.23831844
0.8099994 , -36.86826 ,  4.752113 , -99.93285 ,-3.23831844
0.8149994 , -36.86826 ,  4.750968 , -99.93285 ,-3.28775868
0.8199994 , -36.87399 ,  4.75135 , -99.90996 ,-3.28775868
0.8249994 , -36.86826 ,  4.750968 , -99.88707 ,-3.28775868
0.8299994 , -36.87399 ,  4.750968 , -99.93285 ,-3.28775868
0.8349994 , -36.86826 ,  4.751731 , -99.90996 ,-3.3124788
0.8399994 , -36.86826 ,  4.750587 , -99.88707 ,-3.28775868
0.8449994 , -36.86826 ,  4.75135 , -99.88707 ,-3.3124788
0.8499994 , -36.86826 ,  4.750587 , -99.88707 ,-3.28775868
0.8549994 , -36.86826 ,  4.75135 , -99.88707 ,-3.2630385600000005
0.8599994 , -36.86826 ,  4.750968 , -99.90996 ,-3.28775868
0.8649994 , -36.87399 ,  4.750587 , -99.93285 ,-3.2630385600000005
0.8699993 , -36.87399 ,  4.75135 , -99.88707 ,-3.3371989200000005
0.8749993 , -36.86826 ,  4.750587 , -99.88707 ,-3.28775868
0.8799993 , -36.86826 ,  4.752113 , -99.86418 ,-3.28775868
0.8849993 , -36.87399 ,  4.75135 , -99.86418 ,-3.3124788
0.8899993 , -36.87399 ,  4.750968 , -99.84129 ,-3.3124788
0.8949993 , -36.86826 ,  4.750968 , -99.88707 ,-3.3371989200000005
0.8999993 , -36.86826 ,  4.750968 , -99.90996 ,-3.3371989200000005
0.9049993 , -36.87971 ,  4.750968 , -99.90996 ,-3.3124788
0.9099993 , -36.87971 ,  4.750587 , -99.86418 ,-3.36191904
0.9149993 , -36.87399 ,  4.750968 , -99.90996 ,-3.38663916
0.9199993 , -36.87399 ,  4.750968 , -99.88707 ,-3.38663916
0.9249993 , -36.86826 ,  4.750587 , -99.90996 ,-3.36191904
0.9299993 , -36.87399 ,  4.750968 , -99.90996 ,-3.36191904
0.9349993 , -36.86826 ,  4.750206 , -99.93285 ,-3.36191904
0.9399993 , -36.86826 ,  4.751731 , -99.90996 ,-3.4113582000000005
0.9449993 , -36.87399 ,  4.750206 , -99.90996 ,-3.38663916
0.9499993 , -36.86826 ,  4.750587 , -99.93285 ,-3.36191904
0.9549993 , -36.86826 ,  4.750206 , -99.88707 ,-3.36191904
0.9599993 , -36.86826 ,  4.749824 , -99.90996 ,-3.38663916
0.9649993 , -36.87399 ,  4.750968 , -99.90996 ,-3.36191904
0.9699993 , -36.86826 ,  4.749824 , -99.93285 ,-3.4113582000000005
0.9749992 , -36.87399 ,  4.750968 , -99.86418 ,-3.38663916
0.9799992 , -36.86826 ,  4.750206 , -99.84129 ,-3.38663916
0.9849992 , -36.86826 ,  4.750587 , -99.90996 ,-3.36191904
0.9899992 , -36.87399 ,  4.750968 , -99.90996 ,-3.4113582000000005
0.9949992 , -36.87399 ,  4.749824 , -99.93285 ,-3.4113582000000005
0.9999992 , -36.87399 ,  4.750587 , -99.93285 ,-3.38663916
1.004999 , -36.87971 ,  4.749824 , -99.90996 ,-3.4360783200000005
1.009999 , -36.86826 ,  4.750206 , -99.86418 ,-3.4360783200000005
1.014999 , -36.87399 ,  4.750206 , -99.88707 ,-3.4360783200000005
1.019999 , -36.86826 ,  4.750587 , -99.90996 ,-3.4113582000000005
1.024999 , -36.86826 ,  4.750587 , -99.90996 ,-3.36191904
1.029999 , -36.87399 ,  4.749824 , -99.86418 ,-3.4360783200000005
1.034999 , -36.86826 ,  4.750206 , -99.90996 ,-3.38663916
1.039999 , -36.87971 ,  4.749824 , -99.90996 ,-3.38663916
1.044999 , -36.87399 ,  4.750206 , -99.88707 ,-3.4113582000000005
1.049999 , -36.87971 ,  4.749824 , -99.95573 ,-3.4855185600000005
1.054999 , -36.86826 ,  4.749824 , -99.90996 ,-3.4360783200000005
1.059999 , -36.86826 ,  4.749824 , -99.95573 ,-3.4360783200000005
1.064999 , -36.87399 ,  4.749443 , -99.93285 ,-3.4360783200000005
1.069999 , -36.86826 ,  4.749824 , -99.88707 ,-3.4360783200000005
1.074999 , -36.86826 ,  4.750206 , -99.88707 ,-3.4360783200000005
1.079999 , -36.87399 ,  4.749443 , -99.86418 ,-3.4360783200000005
1.084999 , -36.87399 ,  4.749824 , -99.93285 ,-3.46079844
1.089999 , -36.87399 ,  4.749443 , -99.90996 ,-3.46079844
1.094999 , -36.86826 ,  4.750587 , -99.90996 ,-3.4360783200000005
1.099999 , -36.87399 ,  4.749824 , -99.93285 ,-3.4360783200000005
1.104999 , -36.87399 ,  4.749824 , -99.86418 ,-3.46079844
1.109999 , -36.87971 ,  4.750206 , -99.88707 ,-3.46079844
1.114999 , -36.86826 ,  4.749824 , -99.88707 ,-3.4360783200000005
1.119999 , -36.86826 ,  4.749824 , -99.90996 ,-3.4855185600000005
1.124999 , -36.87399 ,  4.749443 , -99.90996 ,-3.4360783200000005
1.129999 , -36.87399 ,  4.749824 , -99.90996 ,-3.4360783200000005
1.134999 , -36.86826 ,  4.749443 , -99.90996 ,-3.4855185600000005
1.139999 , -36.87399 ,  4.749443 , -99.86418 ,-3.4360783200000005
1.144999 , -36.86826 ,  4.749824 , -99.90996 ,-3.51023868
1.149999 , -36.87971 ,  4.749443 , -99.90996 ,-3.4855185600000005
1.154999 , -36.87971 ,  4.749824 , -99.88707 ,-3.4855185600000005
1.159999 , -36.86826 ,  4.749443 , -99.93285 ,-3.4855185600000005
1.164999 , -36.87399 ,  4.749443 , -99.86418 ,-3.4855185600000005
1.169999 , -36.87399 ,  4.750206 , -99.93285 ,-3.5349588
1.174999 , -36.86826 ,  4.749061 , -99.93285 ,-3.46079844
1.179999 , -36.86826 ,  4.749824 , -99.90996 ,-3.51023868
1.184999 , -36.87399 ,  4.749061 , -99.90996 ,-3.51023868
1.189999 , -36.87399 ,  4.749824 , -99.93285 ,-3.51023868
1.194999 , -36.87399 ,  4.749443 , -99.88707 ,-3.51023868
1.199999 , -36.86826 ,  4.749061 , -99.93285 ,-3.51023868
1.204999 , -36.87971 ,  4.750206 , -99.90996 ,-3.51023868
1.209999 , -36.87399 ,  4.749061 , -99.95573 ,-3.5349588
1.214999 , -36.87399 ,  4.749443 , -99.90996 ,-3.51023868
1.219999 , -36.86826 ,  4.74868 , -99.88707 ,-3.51023868
1.224999 , -36.87971 ,  4.749061 , -99.90996 ,-3.4855185600000005
1.229999 , -36.86826 ,  4.749824 , -99.93285 ,-3.51023868
1.234999 , -36.87399 ,  4.748298 , -99.88707 ,-3.51023868
1.239999 , -36.86826 ,  4.749824 , -99.86418 ,-3.51023868
1.244999 , -36.86826 ,  4.749443 , -99.93285 ,-3.51023868
1.249999 , -36.87399 ,  4.749824 , -99.86418 ,-3.4855185600000005
1.254999 , -36.87971 ,  4.74868 , -99.88707 ,-3.58439904
1.259999 , -36.86826 ,  4.749061 , -99.86418 ,-3.5349588
1.264999 , -36.87399 ,  4.749824 , -99.90996 ,-3.5349588
1.269999 , -36.87399 ,  4.748298 , -99.90996 ,-3.5349588
1.274999 , -36.86826 ,  4.749443 , -99.88707 ,-3.5349588
1.279999 , -36.87399 ,  4.749061 , -99.88707 ,-3.58439904
1.284999 , -36.87399 ,  4.74868 , -99.90996 ,-3.5349588
1.289999 , -36.87399 ,  4.749061 , -99.93285 ,-3.51023868
1.294999 , -36.88543 ,  4.748298 , -99.86418 ,-3.5596789200000005
1.299999 , -36.86826 ,  4.749443 , -99.84129 ,-3.5349588
1.304999 , -36.87399 ,  4.748298 , -99.88707 ,-3.5596789200000005
1.309999 , -36.87399 ,  4.749061 , -99.90996 ,-3.5596789200000005
1.314999 , -36.87399 ,  4.748298 , -99.90996 ,-3.60911916
1.319999 , -36.87399 ,  4.748298 , -99.86418 ,-3.58439904
1.324999 , -36.87971 ,  4.749443 , -99.84129 ,-3.5596789200000005
1.329999 , -36.87971 ,  4.748298 , -99.88707 ,-3.60911916
1.334999 , -36.86826 ,  4.749061 , -99.90996 ,-3.58439904
1.339999 , -36.87399 ,  4.747917 , -99.88707 ,-3.60911916
1.344999 , -36.87399 ,  4.749443 , -99.90996 ,-3.60911916
1.349999 , -36.87399 ,  4.748298 , -99.90996 ,-3.60911916
1.354999 , -36.87971 ,  4.748298 , -99.88707 ,-3.58439904
1.359999 , -36.87399 ,  4.749061 , -99.88707 ,-3.6338382000000005
1.364999 , -36.86826 ,  4.747917 , -99.90996 ,-3.5596789200000005
1.369999 , -36.87399 ,  4.749443 , -99.90996 ,-3.60911916
1.374999 , -36.87399 ,  4.748298 , -99.88707 ,-3.60911916
1.379999 , -36.87971 ,  4.749061 , -99.90996 ,-3.68327844
1.384999 , -36.86826 ,  4.748298 , -99.88707 ,-3.6585583200000005
1.389999 , -36.86826 ,  4.748298 , -99.90996 ,-3.6338382000000005
1.394999 , -36.87399 ,  4.749061 , -99.90996 ,-3.6585583200000005
1.399999 , -36.87971 ,  4.747917 , -99.95573 ,-3.6338382000000005
1.404999 , -36.87399 ,  4.748298 , -99.88707 ,-3.60911916
1.409999 , -36.87971 ,  4.747917 , -99.93285 ,-3.60911916
1.414999 , -36.87971 ,  4.747917 , -99.90996 ,-3.60911916
1.419999 , -36.87399 ,  4.748298 , -99.90996 ,-3.6338382000000005
1.424999 , -36.87399 ,  4.747154 , -99.86418 ,-3.6585583200000005
1.429999 , -36.87399 ,  4.749061 , -99.84129 ,-3.60911916
1.434999 , -36.87399 ,  4.747917 , -99.90996 ,-3.60911916
1.439999 , -36.86826 ,  4.749061 , -99.90996 ,-3.6338382000000005
1.444999 , -36.87971 ,  4.747917 , -99.88707 ,-3.6338382000000005
1.449999 , -36.86826 ,  4.747535 , -99.93285 ,-3.6585583200000005
1.454999 , -36.86826 ,  4.748298 , -99.90996 ,-3.60911916
1.459999 , -36.87399 ,  4.747917 , -99.90996 ,-3.6338382000000005
1.464999 , -36.87399 ,  4.749061 , -99.86418 ,-3.60911916
1.469999 , -36.87399 ,  4.747917 , -99.90996 ,-3.68327844
1.474999 , -36.87399 ,  4.747917 , -99.95573 ,-3.6338382000000005
1.479999 , -36.86826 ,  4.747917 , -99.88707 ,-3.6585583200000005
1.484999 , -36.87399 ,  4.747154 , -99.95573 ,-3.6338382000000005
1.489999 , -36.87971 ,  4.748298 , -99.88707 ,-3.6585583200000005
1.494999 , -36.87399 ,  4.747917 , -99.90996 ,-3.6338382000000005
1.499999 , -36.87399 ,  4.747917 , -99.90996 ,-3.6585583200000005
1.504999 , -36.87399 ,  4.747917 , -99.90996 ,-3.6585583200000005
1.509999 , -36.87399 ,  4.747917 , -99.86418 ,-3.6338382000000005
1.514999 , -36.87971 ,  4.747917 , -99.90996 ,-3.68327844
1.519999 , -36.87399 ,  4.747154 , -99.88707 ,-3.6585583200000005
1.524999 , -36.86826 ,  4.747917 , -99.86418 ,-3.7079985600000005
1.529999 , -36.87971 ,  4.747917 , -99.86418 ,-3.6585583200000005
1.534999 , -36.87971 ,  4.747154 , -99.90996 ,-3.7079985600000005
1.539999 , -36.87971 ,  4.747917 , -99.88707 ,-3.68327844
1.544999 , -36.87399 ,  4.747154 , -99.93285 ,-3.7327186800000005
1.549999 , -36.87399 ,  4.749061 , -99.86418 ,-3.7079985600000005
1.554999 , -36.87971 ,  4.747154 , -99.90996 ,-3.7079985600000005
1.559999 , -36.87399 ,  4.747917 , -99.90996 ,-3.7079985600000005
1.564999 , -36.87971 ,  4.747154 , -99.90996 ,-3.68327844
1.569999 , -36.87971 ,  4.747154 , -99.93285 ,-3.6585583200000005
1.574999 , -36.88543 ,  4.747535 , -99.90996 ,-3.7079985600000005
1.579999 , -36.87399 ,  4.747154 , -99.90996 ,-3.7079985600000005
1.584999 , -36.87971 ,  4.747917 , -99.88707 ,-3.7079985600000005
1.589999 , -36.87971 ,  4.746772 , -99.88707 ,-3.7079985600000005
1.594999 , -36.87399 ,  4.747917 , -99.90996 ,-3.68327844
1.599999 , -36.87971 ,  4.747154 , -99.93285 ,-3.7079985600000005
1.604999 , -36.87399 ,  4.747535 , -99.93285 ,-3.7327186800000005
1.609999 , -36.87971 ,  4.747917 , -99.90996 ,-3.7327186800000005
1.614999 , -36.87399 ,  4.746772 , -99.93285 ,-3.7079985600000005
1.619999 , -36.87399 ,  4.747154 , -99.90996 ,-3.68327844
1.624999 , -36.87399 ,  4.746772 , -99.88707 ,-3.7079985600000005
1.629999 , -36.87399 ,  4.746772 , -99.88707 ,-3.7327186800000005
1.634999 , -36.87971 ,  4.747154 , -99.90996 ,-3.7327186800000005
1.639999 , -36.87971 ,  4.746391 , -99.93285 ,-3.7327186800000005
1.644999 , -36.87399 ,  4.747917 , -99.90996 ,-3.7079985600000005
1.649999 , -36.87399 ,  4.746772 , -99.95573 ,-3.7327186800000005
1.654999 , -36.87399 ,  4.747917 , -99.90996 ,-3.7574388
1.659999 , -36.87971 ,  4.746772 , -99.93285 ,-3.6585583200000005
1.664999 , -36.86826 ,  4.747154 , -99.90996 ,-3.68327844
1.669999 , -36.87399 ,  4.746772 , -99.88707 ,-3.7079985600000005
1.674999 , -36.87399 ,  4.746772 , -99.88707 ,-3.7327186800000005
1.679999 , -36.87399 ,  4.747917 , -99.86418 ,-3.7327186800000005
1.684999 , -36.87971 ,  4.746772 , -99.90996 ,-3.80687904
1.689999 , -36.87399 ,  4.746772 , -99.88707 ,-3.7574388
1.694999 , -36.87971 ,  4.747535 , -99.90996 ,-3.7821589200000005
1.699999 , -36.87399 ,  4.746772 , -99.88707 ,-3.7327186800000005
1.704999 , -36.87399 ,  4.747535 , -99.88707 ,-3.7327186800000005
1.709999 , -36.87971 ,  4.746772 , -99.90996 ,-3.7079985600000005
1.714999 , -36.86826 ,  4.746772 , -99.88707 ,-3.7327186800000005
1.719999 , -36.87399 ,  4.746772 , -99.86418 ,-3.7327186800000005
1.724999 , -36.87971 ,  4.746772 , -99.88707 ,-3.7327186800000005
1.729999 , -36.86826 ,  4.747917 , -99.90996 ,-3.7327186800000005
1.734999 , -36.86826 ,  4.746391 , -99.90996 ,-3.7821589200000005
1.739999 , -36.87399 ,  4.746772 , -99.88707 ,-3.7079985600000005
1.744999 , -36.87971 ,  4.746391 , -99.90996 ,-3.7821589200000005
1.749999 , -36.87971 ,  4.746391 , -99.95573 ,-3.7574388
1.754999 , -36.87971 ,  4.746772 , -99.86418 ,-3.7821589200000005
1.759999 , -36.87971 ,  4.746772 , -99.88707 ,-3.80687904
1.764999 , -36.87399 ,  4.747154 , -99.93285 ,-3.7821589200000005
1.769999 , -36.86826 ,  4.746772 , -99.84129 ,-3.80687904
1.774999 , -36.88543 ,  4.746772 , -99.90996 ,-3.80687904
1.779999 , -36.87399 ,  4.746391 , -99.93285 ,-3.83159808
1.784999 , -36.87971 ,  4.746772 , -99.88707 ,-3.80687904
1.789999 , -36.87399 ,  4.746391 , -99.86418 ,-3.83159808
1.794999 , -36.88543 ,  4.745628 , -99.88707 ,-3.80687904
1.799999 , -36.87971 ,  4.746772 , -99.86418 ,-3.80687904
1.804999 , -36.88543 ,  4.745628 , -99.88707 ,-3.80687904
1.809999 , -36.87399 ,  4.746391 , -99.90996 ,-3.80687904
1.814999 , -36.86826 ,  4.746772 , -99.88707 ,-3.80687904
