TestAide Data Save File
Version , 1.0
Function Generator
Version , 3.1
Data Collect Mode Index , 0 
Data Collect Mode , Timed Data
Time Interval Enable , 1 
Cycle Interval Enable , 0 
Data File Header ,  / 2025-03-23 16:35:30
 Time  , DY+ , D2Y+ , F2X+ , F2Y+ 
 S  , mm , mm , kN , kN 
539.8561 ,-44.77407699999999,  5.549409 , -100.0244 ,-112.69932266
539.8611 ,-44.767499,  5.548646 , -99.95573 ,-112.74849583000001
539.8661 ,-44.767499,  5.549027 , -99.97862 ,-112.723909245
539.8711 ,-44.767499,  5.549027 , -100.0015 ,-112.773082415
539.8761 ,-44.767499,  5.548265 , -100.0015 ,-112.723909245
539.8811 ,-44.767499,  5.549409 , -100.0015 ,-112.773082415
539.8861 ,-44.767499,  5.548265 , -100.0015 ,-112.723909245
539.8911 ,-44.754343,  5.549409 , -99.97862 ,-112.773082415
539.8961 ,-44.767499,  5.547883 , -99.95573 ,-112.723909245
539.9011 ,-44.767499,  5.549027 , -99.97862 ,-112.773082415
539.9061 ,-44.760920999999996,  5.548646 , -100.0015 ,-112.74849583000001
539.9111 ,-44.767499,  5.547883 , -99.97862 ,-112.74849583000001
539.9161 ,-44.767499,  5.549409 , -99.93285 ,-112.723909245
539.9211 ,-44.77407699999999,  5.547883 , -99.97862 ,-112.773082415
539.9261 ,-44.77407699999999,  5.549409 , -99.95573 ,-112.74849583000001
539.9312 ,-44.760920999999996,  5.549409 , -100.0015 ,-112.74849583000001
539.9362 ,-44.760920999999996,  5.547883 , -100.0244 ,-112.773082415
539.9412 ,-44.767499,  5.549409 , -99.97862 ,-112.773082415
539.9462 ,-44.760920999999996,  5.547883 , -99.97862 ,-112.74849583000001
539.9512 ,-44.767499,  5.549027 , -100.0244 ,-112.773082415
539.9562 ,-44.767499,  5.548646 , -100.0015 ,-112.773082415
539.9612 ,-44.767499,  5.549027 , -99.95573 ,-112.69932266
539.9662 ,-44.767499,  5.549027 , -100.0015 ,-112.797669
539.9712 ,-44.77407699999999,  5.547883 , -99.97862 ,-112.74849583000001
539.9762 ,-44.767499,  5.549027 , -99.93285 ,-112.723909245
539.9812 ,-44.754343,  5.548646 , -99.97862 ,-112.773082415
539.9862 ,-44.767499,  5.549027 , -100.0244 ,-112.797669
539.9912 ,-44.77407699999999,  5.549027 , -99.95573 ,-112.74849583000001
539.9962 ,-44.77407699999999,  5.549409 , -99.97862 ,-112.773082415
540.0012 ,-44.767499,  5.549409 , -99.97862 ,-112.723909245
540.0062 ,-44.767499,  5.547883 , -99.95573 ,-112.74849583000001
540.0112 ,-44.767499,  5.550172 , -100.0015 ,-112.773082415
540.0162 ,-44.767499,  5.547883 , -99.93285 ,-112.74849583000001
540.0212 ,-44.767499,  5.549027 , -99.97862 ,-112.723909245
540.0262 ,-44.767499,  5.549027 , -99.95573 ,-112.74849583000001
540.0313 ,-44.760920999999996,  5.548265 , -100.0015 ,-112.74849583000001
540.0363 ,-44.767499,  5.549409 , -99.97862 ,-112.723909245
540.0413 ,-44.760920999999996,  5.548646 , -100.0015 ,-112.773082415
540.0463 ,-44.760920999999996,  5.549409 , -99.95573 ,-112.773082415
540.0513 ,-44.767499,  5.548265 , -100.0244 ,-112.723909245
540.0563 ,-44.767499,  5.549409 , -99.97862 ,-112.723909245
540.0613 ,-44.760920999999996,  5.549027 , -100.0015 ,-112.723909245
540.0663 ,-44.77407699999999,  5.548646 , -99.97862 ,-112.773082415
540.0713 ,-44.767499,  5.549409 , -99.95573 ,-112.773082415
540.0763 ,-44.77407699999999,  5.548646 , -100.0015 ,-112.773082415
540.0813 ,-44.767499,  5.549027 , -99.95573 ,-112.723909245
540.0863 ,-44.767499,  5.549027 , -99.97862 ,-112.723909245
540.0913 ,-44.767499,  5.549027 , -100.0015 ,-112.797669
540.0963 ,-44.760920999999996,  5.549409 , -100.0244 ,-112.74849583000001
540.1013 ,-44.767499,  5.548646 , -99.97862 ,-112.723909245
540.1063 ,-44.760920999999996,  5.549409 , -100.0015 ,-112.74849583000001
540.1113 ,-44.767499,  5.547883 , -99.97862 ,-112.74849583000001
