TestAide Data Save File
Version , 1.0
Function Generator
Version , 3.1
Data Collect Mode Index , 0 
Data Collect Mode , Timed Data
Time Interval Enable , 1 
Cycle Interval Enable , 0 
Data File Header ,  / 2024-11-26 20:02:04
 Time  , D2Y+ , D2Y- , F2X+ , F2Y+ 
 S  , mm , mm , kN , kN 
0 ,  4.635761 ,  4.63805 , -99.95573 ,-1.4389779144000001
0.005 ,  4.634998 ,  4.639194 , -99.90996 ,-1.3725641592
0.01 ,  4.635761 ,  4.637287 , -99.90996 ,-1.4168396736000002
0.015 ,  4.63538 ,  4.638432 , -99.90996 ,-1.4168396736000002
0.02 ,  4.634617 ,  4.637669 , -99.90996 ,-1.3725641592
0.025 ,  4.635761 ,  4.638432 , -99.95573 ,-1.3947014328
0.03 ,  4.634998 ,  4.638432 , -99.95573 ,-1.4168396736000002
0.035 ,  4.63538 ,  4.63805 , -99.93285 ,-1.4168396736000002
0.04 ,  4.634998 ,  4.638432 , -99.95573 ,-1.3947014328
4.499999E-02 ,  4.63538 ,  4.63805 , -99.95573 ,-1.3725641592
4.999999E-02 ,  4.63538 ,  4.638432 , -99.97862 ,-1.3725641592
5.499999E-02 ,  4.634998 ,  4.63805 , -99.95573 ,-1.3725641592
5.999999E-02 ,  4.63538 ,  4.638813 , -99.90996 ,-1.3504259184000003
6.499999E-02 ,  4.634998 ,  4.63805 , -99.95573 ,-1.4168396736000002
6.999999E-02 ,  4.634998 ,  4.638432 , -99.93285 ,-1.4168396736000002
0.075 ,  4.634998 ,  4.637287 , -99.95573 ,-1.4389779144000001
0.08 ,  4.634617 ,  4.638432 , -99.95573 ,-1.4168396736000002
0.085 ,  4.63538 ,  4.63805 , -99.95573 ,-1.4389779144000001
0.09 ,  4.634998 ,  4.639194 , -99.93285 ,-1.4389779144000001
9.500001E-02 ,  4.63538 ,  4.637287 , -99.95573 ,-1.4168396736000002
0.1 ,  4.634998 ,  4.638432 , -99.95573 ,-1.4168396736000002
0.105 ,  4.634998 ,  4.637669 , -99.95573 ,-1.4389779144000001
0.11 ,  4.634998 ,  4.638813 , -99.90996 ,-1.4611161552000003
0.115 ,  4.634617 ,  4.637669 , -99.93285 ,-1.4389779144000001
0.12 ,  4.634998 ,  4.638432 , -99.97862 ,-1.4611161552000003
0.125 ,  4.634998 ,  4.637669 , -99.95573 ,-1.4611161552000003
0.13 ,  4.633854 ,  4.638432 , -99.93285 ,-1.4389779144000001
0.135 ,  4.634998 ,  4.637669 , -99.90996 ,-1.4168396736000002
0.14 ,  4.633854 ,  4.638813 , -99.97862 ,-1.4611161552000003
0.145 ,  4.634617 ,  4.636906 , -99.93285 ,-1.4611161552000003
0.15 ,  4.634235 ,  4.63805 , -99.97862 ,-1.4611161552000003
0.155 ,  4.634617 ,  4.63805 , -99.95573 ,-1.4168396736000002
0.16 ,  4.634998 ,  4.638432 , -99.93285 ,-1.5053926368
0.165 ,  4.634617 ,  4.63805 , -100.0015 ,-1.4611161552000003
0.17 ,  4.634617 ,  4.63805 , -99.97862 ,-1.4611161552000003
0.175 ,  4.633854 ,  4.63805 , -99.95573 ,-1.4611161552000003
0.18 ,  4.634998 ,  4.63805 , -99.90996 ,-1.4611161552000003
0.185 ,  4.634617 ,  4.63805 , -99.93285 ,-1.4832543960000002
0.19 ,  4.633472 ,  4.637669 , -99.95573 ,-1.5053926368
0.1949999 ,  4.634617 ,  4.63805 , -99.90996 ,-1.4389779144000001
0.1999999 ,  4.633854 ,  4.637669 , -99.95573 ,-1.4611161552000003
0.2049999 ,  4.634998 ,  4.637669 , -99.90996 ,-1.4611161552000003
0.2099999 ,  4.633854 ,  4.637287 , -99.97862 ,-1.5053926368
0.2149999 ,  4.633854 ,  4.638432 , -99.95573 ,-1.4832543960000002
0.2199999 ,  4.633854 ,  4.637287 , -99.97862 ,-1.5053926368
0.2249999 ,  4.633854 ,  4.638432 , -99.97862 ,-1.5053926368
0.2299999 ,  4.634998 ,  4.637287 , -99.93285 ,-1.5053926368
0.2349999 ,  4.633854 ,  4.638432 , -99.95573 ,-1.4832543960000002
0.2399999 ,  4.634617 ,  4.637287 , -99.93285 ,-1.4611161552000003
0.2449999 ,  4.633854 ,  4.63805 , -99.95573 ,-1.4611161552000003
0.2499999 ,  4.633854 ,  4.636906 , -99.93285 ,-1.5053926368
