TestAide Data Save File
Version , 1.0
Function Generator
Version , 3.1
Data Collect Mode Index , 0 
Data Collect Mode , Timed Data
Time Interval Enable , 1 
Cycle Interval Enable , 0 
Data File Header ,  / 2024-12-16 16:01:04
 Time  , DY+ , F2X+ , F2Y+ 
 S  , mm , kN , kN 
708.8459 , -38.05276 , -99.95573 ,-110.98885499999999
708.851 , -38.05849 , -99.95573 ,-111.055494
708.856 , -38.05849 , -100.0015 ,-111.07770699999999
708.861 , -38.05276 , -99.97862 ,-111.07770699999999
708.866 , -38.05276 , -100.0015 ,-111.03328099999999
708.871 , -38.05849 , -100.0244 ,-111.09992
708.876 , -38.05276 , -100.0244 ,-111.011068
708.881 , -38.05276 , -99.97862 ,-111.055494
708.886 , -38.05849 , -99.97862 ,-111.03328099999999
708.891 , -38.05276 , -99.97862 ,-111.055494
708.896 , -38.04132 , -99.95573 ,-111.055494
708.901 , -38.04704 , -100.0015 ,-111.055494
708.906 , -38.05276 , -99.97862 ,-111.055494
708.911 , -38.05276 , -100.0244 ,-111.07770699999999
708.916 , -38.05276 , -99.93285 ,-111.055494
708.921 , -38.05849 , -99.95573 ,-111.011068
708.926 , -38.05276 , -99.95573 ,-111.011068
708.931 , -38.05276 , -99.97862 ,-111.011068
708.936 , -38.05849 , -100.0015 ,-111.03328099999999
708.941 , -38.05276 , -99.97862 ,-111.011068
708.946 , -38.05849 , -100.0015 ,-111.03328099999999
708.951 , -38.05276 , -99.97862 ,-110.98885499999999
708.9561 , -38.05276 , -99.97862 ,-111.011068
708.9611 , -38.05849 , -99.97862 ,-111.055494
708.9661 , -38.05849 , -99.97862 ,-111.07770699999999
708.9711 , -38.05276 , -99.95573 ,-111.07770699999999
708.9761 , -38.05276 , -99.95573 ,-111.055494
708.9811 , -38.04132 , -99.93285 ,-111.055494
708.9861 , -38.05276 , -99.97862 ,-111.03328099999999
708.9911 , -38.06421 , -99.95573 ,-111.055494
708.9961 , -38.05276 , -99.93285 ,-111.03328099999999
709.0011 , -38.05276 , -99.95573 ,-111.07770699999999
709.0061 , -38.05276 , -99.95573 ,-111.011068
709.0111 , -38.05276 , -99.95573 ,-111.055494
709.0161 , -38.05276 , -99.95573 ,-111.055494
709.0211 , -38.05276 , -99.97862 ,-111.07770699999999
709.0261 , -38.04704 , -99.97862 ,-111.055494
709.0311 , -38.05276 , -100.0015 ,-111.055494
709.0361 , -38.05849 , -99.93285 ,-110.98885499999999
709.0411 , -38.05849 , -99.95573 ,-111.03328099999999
709.0461 , -38.05276 , -100.0015 ,-111.011068
709.0511 , -38.05276 , -99.97862 ,-111.03328099999999
709.0562 , -38.05276 , -100.0015 ,-111.011068
709.0612 , -38.05276 , -99.95573 ,-111.011068
709.0662 , -38.05276 , -99.95573 ,-111.011068
709.0712 , -38.05849 , -100.0015 ,-111.03328099999999
709.0762 , -38.06421 , -99.95573 ,-111.055494
709.0812 , -38.05276 , -99.95573 ,-111.03328099999999
709.0862 , -38.04704 , -100.0015 ,-111.011068
709.0912 , -38.05276 , -99.95573 ,-111.055494
709.0962 , -38.05276 , -99.95573 ,-111.03328099999999
709.1012 , -38.05276 , -99.95573 ,-111.07770699999999
709.1062 , -38.05276 , -99.95573 ,-111.03328099999999
709.1112 , -38.04704 , -99.95573 ,-111.09992
709.1162 , -38.05276 , -99.95573 ,-111.03328099999999
709.1212 , -38.04132 , -99.97862 ,-111.03328099999999
709.1262 , -38.05276 , -99.95573 ,-111.03328099999999
709.1312 , -38.05276 , -99.97862 ,-111.03328099999999
709.1362 , -38.05849 , -99.93285 ,-111.03328099999999
709.1412 , -38.05849 , -100.0015 ,-111.03328099999999
709.1462 , -38.05276 , -99.97862 ,-111.055494
709.1512 , -38.04704 , -99.97862 ,-110.98885499999999
709.1563 , -38.04704 , -99.97862 ,-111.055494
709.1613 , -38.04704 , -99.93285 ,-111.03328099999999
709.1663 , -38.05276 , -99.97862 ,-111.03328099999999
709.1713 , -38.04704 , -99.95573 ,-111.03328099999999
709.1763 , -38.05276 , -100.0015 ,-111.07770699999999
709.1813 , -38.04704 , -99.97862 ,-111.055494
709.1863 , -38.04704 , -99.97862 ,-111.011068
709.1913 , -38.05276 , -99.97862 ,-111.07770699999999
709.1963 , -38.04704 , -99.97862 ,-111.07770699999999
709.2013 , -38.05276 , -99.93285 ,-111.03328099999999
709.2063 , -38.05276 , -99.95573 ,-111.055494
709.2113 , -38.05849 , -99.95573 ,-111.055494
709.2163 , -38.04704 , -99.93285 ,-111.011068
709.2213 , -38.05276 , -99.97862 ,-111.055494
709.2263 , -38.04704 , -99.93285 ,-111.07770699999999
709.2313 , -38.05276 , -99.95573 ,-111.07770699999999
709.2363 , -38.04704 , -99.93285 ,-111.03328099999999
709.2413 , -38.05849 , -100.0244 ,-111.055494
709.2463 , -38.05849 , -100.0244 ,-111.055494
709.2513 , -38.05849 , -100.0015 ,-111.03328099999999
709.2563 , -38.05276 , -100.0015 ,-111.07770699999999
709.2614 , -38.05276 , -99.97862 ,-111.055494
709.2664 , -38.04704 , -100.0015 ,-111.055494
709.2714 , -38.04704 , -99.95573 ,-111.07770699999999
709.2764 , -38.05276 , -99.97862 ,-111.07770699999999
709.2814 , -38.04704 , -99.95573 ,-111.07770699999999
709.2864 , -38.04132 , -100.0244 ,-111.03328099999999
709.2914 , -38.05276 , -100.0015 ,-111.055494
709.2964 , -38.05276 , -99.95573 ,-111.055494
709.3014 , -38.05849 , -99.95573 ,-111.055494
709.3064 , -38.05849 , -99.95573 ,-111.055494
709.3114 , -38.04704 , -100.0015 ,-111.07770699999999
709.3164 , -38.05276 , -99.97862 ,-111.055494
709.3214 , -38.05276 , -99.97862 ,-111.055494
709.3264 , -38.05276 , -100.0015 ,-111.055494
709.3314 , -38.05276 , -99.97862 ,-111.03328099999999
709.3364 , -38.05276 , -99.95573 ,-111.03328099999999
709.3414 , -38.04704 , -99.97862 ,-111.03328099999999
709.3464 , -38.05276 , -99.95573 ,-111.07770699999999
709.3514 , -38.05849 , -99.93285 ,-111.03328099999999
709.3564 , -38.04704 , -99.97862 ,-111.055494
709.3615 , -38.05276 , -99.97862 ,-111.055494
709.3665 , -38.05276 , -100.0015 ,-111.055494
709.3715 , -38.05276 , -99.97862 ,-111.07770699999999
709.3765 , -38.05276 , -99.97862 ,-111.03328099999999
709.3815 , -38.04704 , -100.0015 ,-111.09992
709.3865 , -38.05276 , -99.95573 ,-111.07770699999999
709.3915 , -38.05849 , -99.97862 ,-111.055494
709.3965 , -38.05849 , -99.97862 ,-111.03328099999999
709.4015 , -38.05276 , -99.97862 ,-111.011068
709.4065 , -38.05276 , -100.0015 ,-111.055494
709.4115 , -38.05849 , -99.97862 ,-111.07770699999999
709.4165 , -38.04704 , -99.95573 ,-111.055494
709.4215 , -38.05276 , -100.0244 ,-111.07770699999999
709.4265 , -38.05276 , -99.97862 ,-111.03328099999999
709.4315 , -38.05276 , -100.0015 ,-111.055494
709.4365 , -38.04704 , -100.0015 ,-111.03328099999999
709.4415 , -38.05849 , -100.0015 ,-111.03328099999999
709.4465 , -38.05849 , -100.0015 ,-111.055494
709.4515 , -38.04704 , -99.95573 ,-111.07770699999999
709.4565 , -38.05276 , -99.97862 ,-111.03328099999999
709.4615 , -38.05849 , -99.97862 ,-111.011068
709.4666 , -38.04704 , -99.97862 ,-111.055494
709.4716 , -38.05276 , -99.97862 ,-110.98885499999999
709.4766 , -38.05849 , -99.95573 ,-111.055494
709.4816 , -38.05849 , -99.97862 ,-111.07770699999999
709.4866 , -38.05276 , -100.0015 ,-111.03328099999999
709.4916 , -38.05276 , -99.97862 ,-111.055494
709.4966 , -38.05849 , -100.0015 ,-111.03328099999999
709.5016 , -38.04704 , -99.95573 ,-110.966642
709.5066 , -38.05849 , -99.95573 ,-111.03328099999999
709.5116 , -38.04704 , -100.0015 ,-111.055494
709.5166 , -38.04704 , -99.97862 ,-111.07770699999999
709.5216 , -38.05276 , -99.97862 ,-111.03328099999999
709.5266 , -38.05276 , -99.97862 ,-111.03328099999999
709.5316 , -38.04704 , -99.97862 ,-110.98885499999999
709.5366 , -38.05276 , -99.97862 ,-111.03328099999999
709.5416 , -38.05276 , -99.95573 ,-111.011068
709.5466 , -38.05276 , -99.93285 ,-111.07770699999999
709.5516 , -38.05276 , -99.95573 ,-111.011068
709.5566 , -38.04704 , -99.95573 ,-111.03328099999999
709.5616 , -38.05276 , -99.95573 ,-111.055494
709.5667 , -38.05276 , -99.93285 ,-111.03328099999999
709.5717 , -38.04704 , -99.95573 ,-111.03328099999999
709.5767 , -38.05849 , -99.95573 ,-111.055494
709.5817 , -38.04704 , -99.97862 ,-111.07770699999999
709.5867 , -38.05276 , -100.0015 ,-111.055494
709.5917 , -38.05276 , -99.93285 ,-111.055494
709.5967 , -38.04704 , -99.97862 ,-111.03328099999999
709.6017 , -38.05276 , -99.97862 ,-111.07770699999999
709.6067 , -38.04704 , -99.95573 ,-110.98885499999999
709.6117 , -38.05276 , -99.97862 ,-111.03328099999999
709.6167 , -38.05276 , -99.95573 ,-111.03328099999999
709.6217 , -38.05276 , -100.0015 ,-111.055494
709.6267 , -38.05276 , -99.97862 ,-111.055494
709.6317 , -38.05276 , -100.0015 ,-111.011068
709.6367 , -38.05276 , -99.95573 ,-111.07770699999999
709.6417 , -38.05276 , -100.0015 ,-111.03328099999999
709.6467 , -38.04704 , -100.0015 ,-111.03328099999999
